0064	1.10	子貢曰	0	0	0	0	0	0	0
0065	1.10	夫子溫良恭儉讓以得之	8	3	2	0	1	0	2
0066	1.10	夫子之求之也	60	30	9	12	8	0	1
0067	1.10	其諸異乎人之求之與	38	26	0	7	5	0	0
0068	1.11	子曰	0	0	0	0	0	0	0
0069	1.11	父在	0	0	0	0	0	0	0
0070	1.11	觀其志	0	0	0	0	0	0	0
0071	1.11	父沒	0	0	0	0	0	0	0
0072	1.11	觀其行	0	0	0	0	0	0	0
0073	1.11	三年無改於父之道	269	112	56	48	38	1	14
0074	1.11	可謂孝矣	507	213	53	94	111	2	34
0075	1.12	有子曰	0	0	0	0	0	0	0
0076	1.12	禮之用	0	0	0	0	0	0	0
0077	1.12	和為貴	0	0	0	0	0	0	0
0078	1.12	先王之道	2729	734	423	507	935	74	56
0079	1.12	斯為美	0	0	0	0	0	0	0
0080	1.12	小大由之	96	55	10	17	12	2	0
0081	1.12	有所不行	404	143	56	67	125	3	10
0082	1.12	知和而和	144	73	8	40	18	4	1
0083	1.12	不以禮節之	117	69	8	23	16	1	0
0084	1.12	亦不可行也	107	65	8	27	5	2	0
0085	1.13	有子曰	0	0	0	0	0	0	0
0086	1.13	信近於義	119	45	8	43	20	1	2
0087	1.13	言可復也	115	45	13	34	19	2	2
0088	1.13	恭近於禮	90	45	8	25	9	2	1
0089	1.13	遠恥辱也	14	8	1	1	1	2	1
0090	1.13	因不失其親	104	45	10	27	17	1	4
0091	1.13	亦可宗也	77	38	8	17	11	2	1
0092	1.14	子曰	0	0	0	0	0	0	0
0093	1.14	君子食無求飽	59	27	2	18	10	1	1
0094	1.14	居無求安	105	34	4	25	26	5	11
0095	1.14	敏於事而慎於言	48	20	1	19	6	1	1
0096	1.14	就有道而正焉	148	41	11	38	53	4	1
0097	1.14	可謂好學也已	74	41	2	17	14	0	0
0098	1.15	子貢曰	0	0	0	0	0	0	0
0099	1.15	貧而無諂	103	45	6	31	15	2	4
0100	1.15	富而無驕	161	86	10	31	26	3	5
0101	1.15	何如	0	0	0	0	0	0	0
0102	1.15	子曰	0	0	0	0	0	0	0
0103	1.15	可也	0	0	0	0	0	0	0
0104	1.15	未若貧而樂	77	38	5	13	16	2	3
0105	1.15	道	0	0	0	0	0	0	0
0106	1.15	富而好禮者也	54	32	4	7	9	1	1
0107	1.15	子貢曰	0	0	0	0	0	0	0
0108	1.15	詩云	0	0	0	0	0	0	0
0109	1.15	如切如磋	379	179	22	65	86	2	25
0110	1.15	如琢如磨	348	171	19	61	76	0	21
0111	1.15	其斯之謂與	189	105	15	31	28	2	8
0112	1.15	子曰	0	0	0	0	0	0	0
0113	1.15	賜也	0	0	0	0	0	0	0
0114	1.15	始可與言詩已矣	97	60	10	15	11	1	0
0115	1.15	告諸往而知來者	39	26	1	7	5	0	0
0116	1.16	子曰	0	0	0	0	0	0	0
0117	1.16	不患人之不己知	35	23	0	11	0	0	1
0118	1.16	患不知人也	48	30	0	11	2	1	4
0119	2.1	子曰	0	0	0	0	0	0	0
0120	2.1	為政以德	90	30	9	19	20	0	12
0121	2.1	譬如北辰	160	40	15	41	39	6	19
0122	2.1	居其所而眾星共之	4	1	0	0	0	1	2
0123	2.2	子曰	0	0	0	0	0	0	0
0124	2.2	詩三百	0	0	0	0	0	0	0
0125	2.2	一言以蔽之	620	213	59	142	150	24	32
0126	2.2	曰	0	0	0	0	0	0	0
0127	2.2	思無邪	0	0	0	0	0	0	0
0128	2.3	子曰	0	0	0	0	0	0	0
0129	2.3	道之以政	199	65	24	48	48	10	4
0130	2.3	齊之以刑	397	90	83	111	90	12	11
0131	2.3	民免而無恥	145	39	23	30	47	2	4
0132	2.3	道之以德	104	26	10	26	27	10	5
0133	2.3	齊之以禮	426	108	76	112	87	9	34
0134	2.3	有恥且格	209	72	32	43	56	1	5
0135	2.4	子曰	0	0	0	0	0	0	0
0136	2.4	吾十有五而志于學	63	18	8	14	20	1	2
0137	2.4	三十而立	236	57	15	73	68	7	16
0138	2.4	四十而不惑	149	48	14	27	33	15	12
0139	2.4	五十而知天命	158	47	9	34	36	8	24
0140	2.4	六十而耳順	94	30	6	18	22	6	12
0141	2.4	七十而從心所欲	107	38	9	17	32	4	7
0142	2.4	不踰矩	0	0	0	0	0	0	0
0143	2.5	孟懿子問孝	0	0	0	0	0	0	0
0144	2.5	子曰	0	0	0	0	0	0	0
0145	2.5	無違	0	0	0	0	0	0	0
0146	2.5	樊遲御	0	0	0	0	0	0	0
0147	2.5	子告之曰	176	69	14	45	42	4	2
0148	2.5	孟孫問孝於我	41	27	2	8	3	1	0
0149	2.5	我對曰	0	0	0	0	0	0	0
0150	2.5	無違	0	0	0	0	0	0	0
0151	2.5	樊遲曰	0	0	0	0	0	0	0
0152	2.5	何謂也	0	0	0	0	0	0	0
0153	2.5	子曰	0	0	0	0	0	0	0
0154	2.5	生事之以禮	164	88	20	25	21	1	9
0155	2.5	死葬之以禮	127	69	11	20	16	2	9
0156	2.5	祭之以禮	225	94	41	31	45	1	13
0157	2.6	孟武伯問孝	0	0	0	0	0	0	0
0158	2.6	子曰	0	0	0	0	0	0	0
0159	2.6	父母唯其疾之憂	52	24	3	18	5	1	1
0160	2.7	子游問孝	0	0	0	0	0	0	0
0161	2.7	子曰	0	0	0	0	0	0	0
0162	2.7	今之孝者	60	35	2	12	5	0	6
0163	2.7	是謂能養	56	32	2	12	5	0	5
0164	2.7	至於犬馬	154	67	5	52	17	1	12
0165	2.7	皆能有養	81	39	3	17	12	0	10
0166	2.7	不敬	0	0	0	0	0	0	0
0167	2.7	何以別乎	19	3	0	0	0	0	16
0168	2.8	子夏問孝	0	0	0	0	0	0	0
0169	2.8	子曰	0	0	0	0	0	0	0
0170	2.8	色難	0	0	0	0	0	0	0
0171	2.8	有事	0	0	0	0	0	0	0
0172	2.8	弟子服其勞	41	27	1	9	2	1	1
0173	2.8	有酒食	0	0	0	0	0	0	0
0174	2.8	先生饌	0	0	0	0	0	0	0
0175	2.8	曾是以為孝乎	20	13	1	5	0	0	1
0176	2.9	子曰	0	0	0	0	0	0	0
0177	2.9	吾與回言	80	24	3	18	26	7	2
0178	2.9	終日不違	166	39	6	27	75	13	6
0179	2.9	如愚	0	0	0	0	0	0	0
0180	2.9	退而省其私	98	37	9	24	22	3	3
0181	2.9	亦足以發	197	55	13	59	61	5	4
0182	2.9	回也不愚	38	22	5	6	3	0	2
0183	2.10	子曰	0	0	0	0	0	0	0
0184	2.10	視其所以	243	59	26	51	82	8	17
0185	2.10	觀其所由	404	49	40	55	71	10	179
0186	2.10	察其所安	239	69	19	45	79	10	17
0187	2.10	人焉廋哉	266	82	13	77	66	5	23
0188	2.10	人焉廋哉	266	82	13	77	66	5	23
0189	2.11	子曰	0	0	0	0	0	0	0
0190	2.11	溫故而知新	45	10	1	6	6	0	22
0191	2.11	可以為師矣	81	26	5	17	22	0	11
0192	2.12	子曰	0	0	0	0	0	0	0
0193	2.12	君子不器	160	51	1	29	39	1	39
0194	2.13	子貢問君子	0	0	0	0	0	0	0
0195	2.13	子曰	0	0	0	0	0	0	0
0196	2.13	先行其言而後從之	93	46	8	23	14	1	1
0197	2.14	子曰	0	0	0	0	0	0	0
0198	2.14	君子周而不比	92	47	9	23	12	0	1
0199	2.14	小人比而不周	66	47	4	9	5	0	1
0200	2.15	子曰	0	0	0	0	0	0	0
0201	2.15	學而不思則罔	121	44	13	27	19	3	15
0202	2.15	思而不學則殆	107	37	14	28	13	4	11
0203	2.16	子曰	0	0	0	0	0	0	0
0204	2.16	攻乎異端	240	45	29	54	59	7	46
0205	2.16	斯害也已	120	28	19	27	37	3	6
0206	2.17	子曰	0	0	0	0	0	0	0
0207	2.17	由	0	0	0	0	0	0	0
0208	2.17	誨女知之乎	22	16	0	5	1	0	0
0209	2.17	知之為知之	127	34	13	34	28	0	18
0210	2.17	不知為不知	142	39	18	36	28	0	21
0211	2.17	是知也	0	0	0	0	0	0	0
0212	2.18	子張學干祿	0	0	0	0	0	0	0
0213	2.18	子曰	0	0	0	0	0	0	0
0214	2.18	多聞闕疑	193	69	24	43	40	0	17
0215	2.18	慎言其餘	87	45	9	8	16	0	9
0216	2.18	則寡尤	0	0	0	0	0	0	0
0217	2.18	多見闕殆	65	29	9	13	10	0	4
0218	2.18	慎行其餘	49	21	7	5	12	0	4
0219	2.18	則寡悔	0	0	0	0	0	0	0
0220	2.18	言寡尤	0	0	0	0	0	0	0
0221	2.18	行寡悔	0	0	0	0	0	0	0
0222	2.18	祿在其中矣	39	9	6	8	5	1	10
0223	2.19	哀公問曰	0	0	0	0	0	0	0
0224	2.19	何為則民服	39	19	6	11	3	0	0
0225	2.19	孔子對曰	1027	469	141	346	47	12	12
0226	2.19	舉直錯諸枉	240	109	39	37	46	2	7
0227	2.19	則民服	0	0	0	0	0	0	0
0228	2.19	舉枉錯諸直	60	27	10	10	10	0	3
0229	2.19	則民不服	94	38	13	22	16	4	1
0230	2.20	季康子問	0	0	0	0	0	0	0
0231	2.20	使民敬忠以勸	56	36	4	13	2	1	0
0232	2.20	如之何	0	0	0	0	0	0	0
0233	2.20	子曰	0	0	0	0	0	0	0
0234	2.20	臨之以莊	80	39	7	11	21	1	1
0235	2.20	則敬	0	0	0	0	0	0	0
0236	2.20	孝慈	0	0	0	0	0	0	0
0237	2.20	則忠	0	0	0	0	0	0	0
0238	2.20	舉善而教不能	63	30	14	11	6	2	0
0239	2.20	則勸	0	0	0	0	0	0	0
0240	2.21	或謂孔子曰	0	0	0	0	0	0	0
0241	2.21	子奚不為政	40	22	1	9	8	0	0
0242	2.21	子曰	0	0	0	0	0	0	0
0243	2.21	書云	0	0	0	0	0	0	0
0244	2.21	孝乎惟孝	157	49	14	29	63	1	1
0245	2.21	友于兄弟	417	107	64	79	154	6	7
0246	2.21	施於有政	276	68	29	29	147	3	0
0247	2.21	是亦為政	219	40	11	24	143	0	1
0248	2.21	奚其為為政	49	19	0	9	21	0	0
0249	2.22	子曰	0	0	0	0	0	0	0
0250	2.22	人而無信	120	54	6	18	24	3	15
0251	2.22	不知其可也	259	55	59	33	63	11	38
0252	2.22	大車無輗	70	28	1	15	13	5	8
0253	2.22	小車無軏	68	28	1	15	15	5	4
0254	2.22	其何以行之哉	91	45	6	14	11	6	9
0255	2.23	子張問	0	0	0	0	0	0	0
0256	2.23	十世可知也	43	30	1	8	3	0	1
0257	2.23	子曰	0	0	0	0	0	0	0
0258	2.23	殷因於夏禮	151	58	22	33	37	0	1
0259	2.23	所損益	0	0	0	0	0	0	0
0260	2.23	可知也	0	0	0	0	0	0	0
0261	2.23	周因於殷禮	158	61	21	35	40	0	1
0262	2.23	所損益	0	0	0	0	0	0	0
0263	2.23	可知也	0	0	0	0	0	0	0
0264	2.23	其或繼周者	142	38	19	35	47	1	2
0265	2.23	雖百世可知也	177	43	38	35	57	3	1
0266	2.24	子曰	0	0	0	0	0	0	0
0267	2.24	非其鬼而祭之	120	36	7	49	21	1	6
0268	2.24	諂也見義不為	6	5	0	1	0	0	0
0269	2.24	無勇也	0	0	0	0	0	0	0
0270	3.1	孔子謂季氏	0	0	0	0	0	0	0
0271	3.1	八佾舞於庭	135	64	17	32	19	0	3
0272	3.1	是可忍也	196	54	45	39	35	4	19
0273	3.1	孰不可忍也	139	48	30	31	19	3	8
0274	3.2	三家者以雍徹	0	0	0	0	0	0	0
0275	3.2	子曰	0	0	0	0	0	0	0
0276	3.2	相維辟公	222	119	31	29	43	0	0
0277	3.2	天子穆穆	346	160	58	57	69	2	0
0278	3.2	奚取於三家之堂	65	36	11	8	9	1	0
0279	3.3	子曰	0	0	0	0	0	0	0
0280	3.3	人而不仁	465	182	55	119	95	7	7
0281	3.3	如禮何	0	0	0	0	0	0	0
0282	3.3	人而不仁	465	182	55	119	95	7	7
0283	3.3	如樂何	0	0	0	0	0	0	0
0284	3.4	林放問禮之本	0	0	0	0	0	0	0
0285	3.4	子曰	0	0	0	0	0	0	0
0286	3.4	大哉問	0	0	0	0	0	0	0
0287	3.4	禮	0	0	0	0	0	0	0
0288	3.4	與其奢也	196	87	23	47	22	5	12
0289	3.4	寧儉	0	0	0	0	0	0	0
0290	3.4	喪	0	0	0	0	0	0	0
0291	3.4	與其易也	154	72	13	29	31	4	5
0292	3.4	寧戚	0	0	0	0	0	0	0
0293	3.5	子曰	0	0	0	0	0	0	0
0294	3.5	夷狄之有君	160	69	24	22	34	0	11
0295	3.5	不如諸夏之亡也	107	51	19	10	18	1	8
0296	3.6	季氏旅於泰山	0	0	0	0	0	0	0
0297	3.6	子謂冉有曰	48	25	5	14	3	1	0
0298	3.6	女弗能救與	34	19	3	12	0	0	0
0299	3.6	對曰	0	0	0	0	0	0	0
0300	3.6	不能	0	0	0	0	0	0	0
0301	3.6	子曰	0	0	0	0	0	0	0
0302	3.6	嗚呼	0	0	0	0	0	0	0
0303	3.6	曾謂泰山不如林放乎	49	24	10	6	5	3	1
0304	3.7	子曰	0	0	0	0	0	0	0
0305	3.7	君子無所爭	70	34	1	17	11	6	1
0306	3.7	必也射乎	102	57	3	21	19	1	1
0307	3.7	揖讓而升	238	141	13	50	31	3	0
0308	3.7	下而飲	0	0	0	0	0	0	0
0309	3.7	其爭也君子	90	62	8	17	3	0	0
0310	3.8	子夏問曰	0	0	0	0	0	0	0
0311	3.8	巧笑倩兮	192	82	11	42	47	2	8
0312	3.8	美目盼兮	145	71	7	38	24	2	3
0313	3.8	素以為絢兮	120	53	12	25	20	0	10
0314	3.8	何謂也	0	0	0	0	0	0	0
0315	3.8	子曰	0	0	0	0	0	0	0
0316	3.8	繪事後素	259	109	12	64	48	7	19
0317	3.8	曰	0	0	0	0	0	0	0
0318	3.8	禮後乎	0	0	0	0	0	0	0
0319	3.8	子曰	0	0	0	0	0	0	0
0320	3.8	起予者商也	94	35	5	20	25	1	8
0321	3.8	始可與言詩已矣	97	60	10	15	11	1	0
0322	3.9	子曰	0	0	0	0	0	0	0
0323	3.9	夏禮	0	0	0	0	0	0	0
0324	3.9	吾能言之	257	99	35	45	75	1	2
0325	3.9	杞不足徵也	48	26	4	5	11	0	2
0326	3.9	殷禮	0	0	0	0	0	0	0
0327	3.9	吾能言之	257	99	35	45	75	1	2
0328	3.9	宋不足徵也	43	24	6	3	9	0	1
0329	3.9	文獻不足故也	83	49	11	9	14	0	0
0330	3.9	足	0	0	0	0	0	0	0
0331	3.9	則吾能徵之矣	23	12	5	4	2	0	0
0332	3.10	子曰	0	0	0	0	0	0	0
0333	3.10	禘自既灌而往者	79	47	4	16	10	0	2
0334	3.10	吾不欲觀之矣	124	74	10	19	18	0	3
0335	3.11	或問禘之說	0	0	0	0	0	0	0
0336	3.11	子曰	0	0	0	0	0	0	0
0337	3.11	不知也	0	0	0	0	0	0	0
0338	3.11	知其說者之於天下也	30	10	1	3	9	0	7
0339	3.11	其如示諸斯乎	62	37	2	9	11	0	3
0340	3.11	指其掌	0	0	0	0	0	0	0
0341	3.12	祭如在	0	0	0	0	0	0	0
0342	3.12	祭神如神在	147	53	10	44	25	3	12
0343	3.12	子曰	0	0	0	0	0	0	0
0344	3.12	吾不與祭	124	52	27	29	15	0	1
0345	3.12	如不祭	0	0	0	0	0	0	0
0346	3.13	王孫賈問曰	0	0	0	0	0	0	0
0347	3.13	與其媚於奧	4	1	0	1	0	0	2
0348	3.13	寧媚於竈	35	18	2	10	3	0	2
0349	3.13	何謂也	0	0	0	0	0	0	0
0350	3.13	子曰	0	0	0	0	0	0	0
0351	3.13	不然	0	0	0	0	0	0	0
0352	3.13	獲罪於天	367	111	69	63	96	18	10
0353	3.13	無所禱也	85	38	10	15	8	5	9
0354	3.14	子曰	0	0	0	0	0	0	0
0355	3.14	周監於二代	155	46	28	34	47	0	0
0356	3.14	郁郁乎文哉	204	65	30	35	72	0	2
0357	3.14	吾從周	0	0	0	0	0	0	0
0358	3.15	子入太廟	0	0	0	0	0	0	0
0359	3.15	每事問	0	0	0	0	0	0	0
0360	3.15	或曰	0	0	0	0	0	0	0
0361	3.15	孰謂鄹人之子知禮乎	31	20	1	7	3	0	0
0362	3.15	入太廟	0	0	0	0	0	0	0
0363	3.15	每事問	0	0	0	0	0	0	0
0364	3.15	子聞之	0	0	0	0	0	0	0
0365	3.15	曰	0	0	0	0	0	0	0
0366	3.15	是禮也	0	0	0	0	0	0	0
0367	3.16	子曰	0	0	0	0	0	0	0
0368	3.16	射不主皮	140	89	6	27	17	0	1
0369	3.16	為力不同科	78	50	0	24	3	0	1
0370	3.16	古之道也	988	232	210	136	372	33	5
0371	3.17	子貢欲去告朔之餼羊	0	0	0	0	0	0	0
0372	3.17	子曰	0	0	0	0	0	0	0
0373	3.17	賜也	0	0	0	0	0	0	0
0374	3.17	爾愛其羊	130	47	19	37	20	2	5
0375	3.17	我愛其禮	188	70	28	51	29	3	7
0376	3.18	子曰	0	0	0	0	0	0	0
0377	3.18	事君盡禮	147	69	19	28	27	2	2
0378	3.18	人以為諂也	28	19	1	6	1	0	1
0379	3.19	定公問	0	0	0	0	0	0	0
0380	3.19	君使臣	0	0	0	0	0	0	0
0381	3.19	臣事君	0	0	0	0	0	0	0
0382	3.19	如之何	0	0	0	0	0	0	0
0383	3.19	孔子對曰	1027	469	141	346	47	12	12
0384	3.19	君使臣以禮	217	69	42	55	47	3	1
0385	3.19	臣事君以忠	240	67	43	50	75	4	1
0386	3.20	子曰	0	0	0	0	0	0	0
0387	3.20	關雎	0	0	0	0	0	0	0
0388	3.20	樂而不淫	396	206	23	77	72	8	10
0389	3.20	哀而不傷	341	137	17	60	111	4	12
0390	3.21	哀公問社於宰我	0	0	0	0	0	0	0
0391	3.21	宰我對曰	79	29	10	35	5	0	0
0392	3.21	夏后氏以松	123	58	15	43	5	1	1
0393	3.21	殷人以柏	61	34	4	14	4	0	5
0394	3.21	周人以栗	156	69	18	51	9	1	8
0395	3.21	曰	0	0	0	0	0	0	0
0396	3.21	使民戰栗	135	66	9	35	21	0	4
0397	3.21	子聞之曰	1305	341	286	476	147	41	14
0398	3.21	成事不說	53	13	13	6	20	0	1
0399	3.21	遂事不諫	80	28	19	6	26	0	1
0400	3.21	既往不咎	92	19	30	16	21	0	6
0401	3.22	子曰	0	0	0	0	0	0	0
0402	3.22	管仲之器小哉	79	33	4	20	20	1	1
0403	3.22	或曰	0	0	0	0	0	0	0
0404	3.22	管仲儉乎	26	20	0	6	0	0	0
0405	3.22	曰	0	0	0	0	0	0	0
0406	3.22	管氏有三歸	32	23	1	7	1	0	0
0407	3.22	官事不攝	97	59	7	27	3	0	1
0408	3.22	焉得儉	0	0	0	0	0	0	0
0409	3.22	然則管仲知禮乎	23	20	0	3	0	0	0
0410	3.22	曰	0	0	0	0	0	0	0
0411	3.22	邦君樹塞門	54	30	0	20	4	0	0
0412	3.22	管氏亦樹塞門	41	21	0	17	3	0	0
0413	3.22	邦君為兩君之好	56	38	4	13	1	0	0
0414	3.22	有反坫	0	0	0	0	0	0	0
0415	3.22	管氏亦有反坫	36	22	0	13	1	0	0
0416	3.22	管氏而知禮	35	21	1	11	1	1	0
0417	3.22	孰不知禮	106	69	10	23	3	1	0
0418	3.23	子語魯大師樂	0	0	0	0	0	0	0
0419	3.23	曰	0	0	0	0	0	0	0
0420	3.23	樂其可知也	48	22	12	13	1	0	0
0421	3.23	始作	0	0	0	0	0	0	0
0422	3.23	翕如也	0	0	0	0	0	0	0
0423	3.23	從之	0	0	0	0	0	0	0
0424	3.23	純如也	0	0	0	0	0	0	0
0425	3.23	皦如也	0	0	0	0	0	0	0
0426	3.23	繹如也	0	0	0	0	0	0	0
0427	3.23	以成	0	0	0	0	0	0	0
0428	3.24	儀封人請見	0	0	0	0	0	0	0
0429	3.24	曰	0	0	0	0	0	0	0
0430	3.24	君子之至於斯也	35	17	2	2	14	0	0
0431	3.24	吾未嘗不得見也	24	16	2	2	4	0	0
0432	3.24	從者見之	32	22	1	6	3	0	0
0433	3.24	出曰	0	0	0	0	0	0	0
0434	3.24	二三子何患於喪乎	28	22	2	2	2	0	0
0435	3.24	天下之無道也久矣	20	15	0	2	2	0	1
0436	3.24	天將以夫子為木鐸	67	21	10	7	24	0	5
0437	3.25	子謂韶	0	0	0	0	0	0	0
0438	3.25	盡美矣	0	0	0	0	0	0	0
0439	3.25	又盡善也	147	42	21	45	34	2	3
0440	3.25	謂武	0	0	0	0	0	0	0
0441	3.25	盡美矣	0	0	0	0	0	0	0
0442	3.25	未盡善也	480	89	74	114	150	15	38
0443	3.26	子曰	0	0	0	0	0	0	0
0444	3.26	居上不寬	2	1	0	1	0	0	0
0445	3.26	為禮不敬	38	24	1	6	6	0	1
0446	3.26	臨喪不哀	45	25	5	9	3	0	3
0447	3.26	吾何以觀之哉	87	34	5	21	24	1	2
0448	4.1	子曰	0	0	0	0	0	0	0
0449	4.1	里仁為美	105	37	6	30	26	0	6
0450	4.1	擇不處仁	91	55	2	18	11	0	5
0451	4.1	焉得知	0	0	0	0	0	0	0
0452	4.2	子曰	0	0	0	0	0	0	0
0453	4.2	不仁者	0	0	0	0	0	0	0
0454	4.2	不可以久處約	40	22	1	7	8	0	2
0455	4.2	不可以長處樂	40	23	1	10	5	1	0
0456	4.2	仁者安仁	156	67	6	45	35	1	2
0457	4.2	知者利仁	94	61	1	22	10	0	0
0458	4.3	子曰	0	0	0	0	0	0	0
0459	4.3	唯仁者	0	0	0	0	0	0	0
0460	4.3	能好人	0	0	0	0	0	0	0
0461	4.3	能惡人	0	0	0	0	0	0	0
0462	4.4	子曰	0	0	0	0	0	0	0
0463	4.4	苟志於仁矣	51	28	4	7	6	6	0
0464	4.4	無惡也	0	0	0	0	0	0	0
0465	4.5	子曰	0	0	0	0	0	0	0
0466	4.5	富與貴	0	0	0	0	0	0	0
0467	4.5	是人之所欲也	90	26	9	16	35	3	1
0468	4.5	不以其道得之	243	82	13	59	70	11	8
0469	4.5	不處也	0	0	0	0	0	0	0
0470	4.5	貧與賤	0	0	0	0	0	0	0
0471	4.5	是人之所惡也	66	25	2	16	18	3	2
0472	4.5	不以其道得之	243	82	13	59	70	11	8
0473	4.5	不去也	0	0	0	0	0	0	0
0474	4.5	君子去仁	81	41	3	14	21	1	1
0475	4.5	惡乎成名	82	42	4	15	20	0	1
0476	4.5	君子無終食之間違仁	97	37	4	25	25	1	5
0477	4.5	造次必於是	255	92	14	56	62	9	22
0478	4.5	顛沛必於是	244	88	17	53	58	7	21
0479	4.6	子曰	0	0	0	0	0	0	0
0480	4.6	我未見好仁者	40	19	2	8	10	0	1
0481	4.6	惡不仁者	275	152	7	84	32	0	0
0482	4.6	好仁者	0	0	0	0	0	0	0
0483	4.6	無以尚之	173	51	17	42	58	2	3
0484	4.6	惡不仁者	275	152	7	84	32	0	0
0485	4.6	其為仁矣	42	31	0	8	3	0	0
0486	4.6	不使不仁者加乎其身	49	30	0	13	5	1	0
0487	4.6	有能一日用其力於仁矣乎	59	32	0	14	11	0	2
0488	4.6	我未見力不足者	59	35	0	11	11	0	2
0489	4.6	蓋有之矣我未之見也	24	17	0	1	6	0	0
0490	4.7	子曰	0	0	0	0	0	0	0
0491	4.7	人之過也	551	168	101	121	86	51	24
0492	4.7	各於其黨	127	55	15	21	28	0	8
0493	4.7	觀過	0	0	0	0	0	0	0
0494	4.7	斯知人矣	7	4	1	1	1	0	0
0495	4.8	子曰	0	0	0	0	0	0	0
0496	4.8	朝聞道	0	0	0	0	0	0	0
0497	4.8	夕死可矣	447	62	51	115	106	26	87
0498	4.9	子曰	0	0	0	0	0	0	0
0499	4.9	士志於道	125	47	3	33	26	12	4
0500	4.9	而恥惡衣惡食者	51	25	1	14	8	1	2
0501	4.9	未足與議也	102	38	3	25	18	9	9
0502	4.10	子曰	0	0	0	0	0	0	0
0503	4.10	君子之於天下也	95	30	8	18	29	1	9
0504	4.10	無適也	0	0	0	0	0	0	0
0505	4.10	無莫也	0	0	0	0	0	0	0
0506	4.10	義之與比	251	109	26	49	57	1	9
0507	4.11	子曰	0	0	0	0	0	0	0
0508	4.11	君子懷德	20	8	1	3	4	2	2
0509	4.11	小人懷土	30	16	0	4	8	0	2
0510	4.11	君子懷刑	22	15	0	2	3	2	0
0511	4.11	小人懷惠	22	12	1	4	4	0	1
0512	4.12	子曰	0	0	0	0	0	0	0
0513	4.12	放於利而行	105	53	12	26	13	0	1
